PK,path,decimal_path,depth,Famille,Famille_camelCase,Sous-Famille,Soussousfamille,état,carte,niveau,nom_vulgarisé,Latin,text_fr,LTfr,desc_fr,Lfr115,example_fr,Lxfr145,link_fr,Family,Subfamily,Subsubfamily,text_en,LTen,Simple_name_en,desc_en,Len115,example_en,example_en_bis,Lxen145,link_en,Remarques,latin,exemple politique,political_example_en,proverbe,Family_ru,Subfamily_ru,Subsubfamily_ru,text_ru,desc_ru,example_ru,link_ru,Family_pt,Subfamily_pt,Subsubfamily_pt,text_pt,desc_pt,example_pt,link_pt,edition_fevrier_2022,print_&_play_fevrier_2022,+liens transverses,crossLink_PredatesOn,crossLink_Denounces,crossLink_Levarages,crossLink_Allows,crossLink_Opposes,crossLink_Inverts,crossLink_Mirrors,crossLink_IsRelatedTo,type lien transverse,AIF_skosDirectRef,AIF_skosExceptionRef,AIF_skosOther,AIF_skosMappingType,shape,image,svg_color,svg_illustration,print_and_play,decimal_path_padded,depth_max4
943,6.1.2.1,"6,121",4,Tricherie,tricherie,Arranger les faits,Fausse attribution,1,1.0,1.0,Citation hors contexte,,Décontextualisation,19.0,"Vous détournez des citations de leur sens d'origine en les isolant de leur contexte, pour les faire sembler appuyer votre propos.",129.0,- Tu m'as pourtant dit avoir trouvé ce film éblouissant...- Éblouissant par sa stupidité !,90.0,,Cheating,Spin doctoring,False attribution,Contextomy,10.0,Quoting out of context,Quoting a phrase or sentence out of context in order to distort its original meaning.,85.0,"- You said you found this movie dazzling.
- Dazzling in its stupidity!",,70,https://en.wikipedia.org/wiki/Quoting_out_of_context,"lien t: strawman, appeal to authority",,,,,Лукавство,Подгонка фактов,Ложная аттрибуция,Вырывание из контекста,"Вы цитируете фразу, не уточняя важных обстоятельств, при этом смысл искажается. ","- Ты сказал, что нашел этот фильм потрясающим.
- Потрясающим своей глупостью!",,Trapaça,Manipulação de Fatos,Atribuição Falsa,Descontextualização,"Você distorce citações de seu significado original ao isolá-las de seu contexto, para fazê-las parecer apoiar seu argumento.",- Você me disse que tinha achado o filme deslumbrante...- Deslumbrante de tão estúpido!,,1,,,,,,,,,,,,,,,,circle,découpage d'un personnage,,,,6.121,4+
953,6.1.3,"6,13",3,Tricherie,tricherie,Arranger les faits,Attention sélective,1,2.0,3.0,,,Attention sélective,19.0,"Vous ne présentez que les faits qui soutiennent votre thèse, en occultant ceux qui la contredisent.",99.0,Le vin est un produit excellent pour la santé car il contient des antioxydants.,79.0,,Cheating,Spin doctoring,Selective attention,Selective attention,19.0,,Focusing on specific aspects of the argument while ignoring other relevant dimensions.,86.0,"Wine is beneficial for health because it contains antioxidants, but this ignores the potential health risks associated with alcohol consumption.",,144,https://www.logicallyfallacious.com/tools/lp/Bo/LogicalFallacies/159/Selective-Attention,lien t Cherry picking,,,"Economic growth is good for everyone, because more money is earned. ",,Лукавство,Подгонка фактов,Избирательное внимание,Избирательное внимание,"Вы обращаете внимание только на те аспекты ситуации, которые вас устраивают. ","Вино - превосходный для здоровья продукт, потому что содержит антиоксиданты. ",,Trapaça,Manipulação de Fatos,Atenção Seletiva,Atenção Seletiva,"Você apresenta apenas os fatos que apoiam sua tese, escondendo aqueles que a contradizem.",O vinho é excelente para a saúde porque contém antioxidantes.,,1,1.0,,,,,,,,,,,GeneralAcceptanceDoubt_Conflict,Preference_Scheme,,skos:broadMatch,circle,,,,1.0,6.13,3
956,6.1.3.1.1.1,"6,13111",6,Tricherie,tricherie,Arranger les faits,Attention sélective,1,1.0,2.0,Plaider l'exception,,Plaidoirie spéciale,19.0,Vous demandez une exception à une règle sans raison valable.,60.0,Je suis contre toute forme de violence envers les enfants ; mais celui-là mériterait tout de même un bon coup de pied aux fesses.,129.0,,Cheating,Spin doctoring,Selective attention,Special pleading,16.0,,Citing something as an exception to the rule without justifying the exception.,78.0,"I am against violence to children, but in this case, he really needs a good smack on the backside.",,98,https://en.wikipedia.org/wiki/Special_pleading,,,,,deux poids deux mesures XXXnon ça c'est double standards.,Лукавство,Подгонка фактов,Избирательное внимание,Особый случай,Вы делаете исключение из общего правила без веской на то причины. ,"Я против всех форм насилия против детей, но этот ребенок действительно заслуживает хорошего удара.",,Trapaça,Manipulação de Fatos,Atenção Seletiva,Pleito Especial,Você solicita uma exceção a uma regra sem justificativa válida.,Sou contra qualquer forma de violência contra crianças; mas aquele lá realmente mereceria um bom chute.,,1,,,,,,,,,,,,,,,,circle,entre ange et démon,,,,6.13111,4+
973,6.2,"6,2",2,Tricherie,tricherie,Changement de cap,,1,1.0,3.0,,,Changement de cap,17.0,Vous déplacez insidieusement les objectifs du débat pour éviter d'admettre votre erreur.,88.0,Ce qui me tenait le plus à cœur n'était pas de gagner ce match mais d'offrir un beau spectacle au public.,105.0,,Cheating,Moving the goalposts,,Moving the goalposts,20.0,,Tactically shifting the focus of the argument to avoid admitting defeat.,72.0,"What really mattered to me was not winning the match, but giving a great performance for the audience.",,102,https://en.wikipedia.org/wiki/Moving_the_goalposts,,,,"You're right, the rich steal more money than the poor. But still we can't keep a whole population idle on welfare.",,Лукавство,Изменение направления,,Изменение направления,"Молча и пост-фактум вы меняете первоначальную цель дебатов, чтобы не признавать своего поражения. ","Для меня основным было не выиграть этот матч, а подарить публике отличное зрелище. ",,Trapaça,Mudança de meta,,Mudança de meta,Deslocando insidiosamente os objetivos do debate para evitar admitir sua derrota.,"O que realmente importava para mim não era ganhar a partida, mas dar um ótimo espetáculo para o público.",,1,,,,,,,,,,,,ConflictingGoals_Conflict,,,skos:broadMatch,circle,,,,,6.2,2
974,6.2.1,"6,21",3,Tricherie,tricherie,Changement de cap,Exigence renforcée,1,2.0,6.0,Monter la barre,,Exigence renforcée,18.0,Vous augmentez vos prétentions à mesure que votre interlocuteur y accède.,73.0,"- Tu ne sais pas conduire.- Mais voyons, j'ai mon permis de conduire !- Oui, mais tu n'as jamais su faire un créneau convenablement...",134.0,,Cheating,Moving the goalposts,Stronger requirements,Stronger requirements,21.0,Raising the bar,You increase your demands as your interlocutor complies with them.,66.0,"- You don't know how to drive.- But I have my driver's license!- Yes, but you've never been able to parallel park properly...",,125,https://en.wiktionary.org/wiki/raise_the_bar,,,,,,Лукавство,Изменение направления,Усиленное требование,Усиленное требование,"Вы повышаете планку по мере того, как ваш собеседник отвечает на первоначальный посыл. ","- Ты не умеешь водить. - Но у меня есть водительские права! - Да, но ты никогда не мог правильно парковаться.",,Trapaça,Mudança de meta,Exigências Aumentadas,Exigências Aumentadas,Vocês aumentam suas reivindicações à medida que o interlocutor as aceita.,"- Você não sabe dirigir.- Mas eu tenho minha carteira de motorista!- Sim, mas você nunca soube estacionar direito...",,,,true scotsman,,,,,,,,,,,,,,circle,jouer avec le chat,,,,6.21,3
977,6.2.1.1.1.1,"6,21111",6,Tricherie,tricherie,Changement de cap,Exigence renforcée,1,2.0,4.0,,,Solution parfaite,17.0,Vous rejetez les solutions réalistes en demandant un idéal inatteignable.,73.0,Je suis opposée au port obligatoire de la ceinture de sécurité car cette mesure n'empêche nullement les accidents de la route.,126.0,http://www.sceptiques.qc.ca/dictionnaire/perfectsolution.html,Cheating,Moving the goalposts,Stronger requirements,Nirvana Fallacy,15.0,Demanding perfection,Discarding any solution less than perfect.,42.0,I oppose mandatory seatbelt use because it doesn't prevent all car accidents.,,77,https://en.wikipedia.org/wiki/Nirvana_fallacy,,,,,,Лукавство,Изменение направления,Усиленное требование,Идеальное решение,"Вы отвергаете все предложения, если они не позволят решить проблему полностью. ","Я против ремней безопасности, потому что эта мера не препятствует дорожным происшествиям. ",,Trapaça,Mudança de meta,Exigências Aumentadas,Falácia Nirvana,Vocês rejeitam soluções realistas exigindo um ideal inatingível.,"Sou contra a lei que obriga as pessoas a usarem cinto de segurança, pois isso não eliminou os acidentes mortais de carro.",,1,1.0,7.2.2.2 5.1.2.2.5,,,,,,,,,,,,,,circle,,,,1.0,6.21111,4+
989,6.2.1.4,"6,214",4,Tricherie,tricherie,Changement de cap,Exigence renforcée,1,1.0,2.0,,,Renverser la charge de la preuve,32.0,Vous estimez que c'est à la partie adverse de démontrer l'invalidité de votre position au lieu de la justifier vous-même.,121.0,"Moi, prouver que mon produit est sans danger ? Plutôt à vous de montrer qu'il est nocif !",94.0,https://fr.wikipedia.org/wiki/Renverser_la_charge_de_la_preuve_(philosophie),Cheating,Moving the goalposts,Stronger requirements,Shifting the burden of proof.,29.0,,Assuming a proposition to be true until proved false or vice-versa.,67.0,I need to prove my product is safe? Isn't it rather for you to show how it's harmful?,,85,https://en.wikipedia.org/wiki/Philosophical_burden_of_proof#Shifting_the_burden_of_proof,,,,,,Лукавство,Изменение направления,Усиленное требование,Переворот доказательств,"Вы считаете, что другая сторона должна опровергать ваши доводы, а не вы - доказывать ваши. ","Я должен доказать, что мой продукт безопасен? Вам стоит доказать, что он вреден!",,Trapaça,Mudança de meta,Exigências Aumentadas,Inverter o Ônus da Prova,Você estima que é à parte adversa demonstrar a invalidez da sua posição em vez de justificá-la você mesmo.,"Eu, provar que meu produto é seguro? Melhor você mostrar que ele é nocivo!",,1,1.0,,,,,,,,,,,,,,,circle,femme porte un homme assis,,,1.0,6.214,4+
992,6.2.2,"6,22",3,Tricherie,tricherie,Changement de cap,Beurre et argent du beurre,1,2.0,7.0,Versatilité: ON INVERSERAIT PAS LE TEXT_FR eT LE NOM VULGARISé?,,Beurre et argent du beurre,26.0,Vous évitez de prendre position ferme pour ne jamais être pris en défaut.,73.0,"Si j'ai par mégarde heurté quelqu'un dans cette assistance, je tiens à lui présenter mes excuses ; j'ai cependant agi en mon âme et conscience.",143.0,,Cheating,Moving the goalposts,Having Your Cake and Eating It Too,Having Your Cake and Eating It Too,34.0,,Avoiding to commit to any clear stand so that you can never be proven wrong.,76.0,"If I accidentally offended someone here, I apologize; however, my actions were in good faith.",,93,https://www.logicallyfallacious.com/tools/lp/Bo/LogicalFallacies/101/Having-Your-Cake,,,,"Although I don't think the system is working, I don't believe in revolution either.",le beurre et l'argent du beurre. / retourner sa veste? /ménager la chèvre et le chou?,Лукавство,Изменение направления,И на елку влезть...,И на елку влезть...,"Вы не занимаете четкой позиции, чтобы вас было не подловить. ","Если я по недосмотру кого-то задел, то приношу извинения, тем не менее, я действовал по совести. ",,Trapaça,Mudança de meta,Ter o bolo e comê-lo também,Ter o bolo e comê-lo também,Evitar assumir qualquer posição clara para que você nunca possa ser provado errado.,"Peço desculpas se ofendi alguém, mas fiz o que achei certo.",,,,,,,,,,,,,,,,,,circle,,,,,6.22,3
994,6.2.2.1.1,"6,2211",5,Tricherie,tricherie,Changement de cap,Beurre et argent du beurre,1,1.0,1.0,,,Langue de bois,14.0,"Vous noyez votre propos dans un flot de généralités, vous évitant ainsi de vous engager sur quoi que ce soit de précis.",119.0,Votre colère est légitime. En ces temps troublés nous devons tous faire preuve d'un grand sens des responsabilités.,115.0,https://fr.wikipedia.org/wiki/Langue_de_bois,Cheating,Moving the goalposts,Having Your Cake and Eating It Too,Wooden language,15.0,,"Drowning your argument in a flood of generalities, thus avoiding committing to anything specific.",97.0,"I recognize your legitimate anger. In these troubled times, we all must exhibit a high sense of responsibility.",,111,https://en.wikipedia.org/wiki/Wooden_language,,,Je ne demande que la paix et la prospérité dans le monde.,All I want is peace and prosperity for all.,« la parole a été donnée à l'homme pour cacher sa pensée ».,Лукавство,Изменение направления,И на елку влезть...,Деревянный язык,"Чтобы уйти от ответа, вы высказываете абстрактные банальности, которые ни к чему вас не обязывают. ",Ваш гнев оправдан. В эти смутные времена нам должно проявлять высокую степень гражданской ответственности. ,,Trapaça,Mudança de meta,Ter o bolo e comê-lo também,Linguagem Madeira,"Afogando seu argumento em um dilúvio de generalidades, evitando assim se comprometer com algo específico.","Eu entendo a sua legítima raiva, mas é importante que todos façam um esforço justo.",,1,,,,,,,,,,,,,,,,circle,,,,,6.2211,4+
1004,6.2.2.5,"6,225",4,Tricherie,tricherie,Changement de cap,Beurre et argent du beurre,1,2.0,6.0,Rétropédalage,,Couverture,10.0,Vous adaptez votre position pour esquiver des critiques tout en prétendant maintenir le même discours.,102.0,"Je n'ai pas dit que je voulais abandonner ce projet, voyons, mais simplement que j'envisageais d'y travailler différemment.",123.0,,Cheating,Moving the goalposts,Having Your Cake and Eating It Too,Hedging,7.0,,Refining a claim to dodge counter evidence and then acting as if the revised claim is the original one.,103.0,I just said I would change my way of working on this contract. Not that I was giving it up.,,91,,,,J'ai dit et redit que je travaillerais à la paix dans ce pays ; il n'est pas question que nous retirions nos troupes unilatéralement.,"I just said I would work towards peace. Unilaterally calling our troops back is unthinkable, of course.",,Лукавство,Изменение направления,И на елку влезть...,Под прикрытием,"Вы незаметно меняете свою точку зрения, чтобы отразить аргументы или факты, которые ей противоречат. ","Я не говорил, что хочу бросить этот проект, просто хотел подойти к нему иначе. ",,Trapaça,Mudança de meta,Ter o bolo e comê-lo também,Esquivando,Você adapta sua posição para evitar críticas enquanto finge manter o mesmo discurso.,Eu apenas disse que mudaria minha maneira de trabalhar neste contrato. Não que eu estava desistindo dele.,,,,"liens ad-hoc sauvetage, vrai écossais",,,,,,,,,,,,,,circle,,,,,6.225,4+
1011,6.2.3,"6,23",3,Tricherie,tricherie,Changement de cap,Exigence relâchée,1,1.0,4.0,Baisser la barre,,Exigence relâchée,17.0,"Vous abaissez vos exigences pour défendre une position indéfendable, dénaturant le débat.",89.0,"Ce n'était certes pas notre meilleur match, mais il a permis à notre équipe de montrer un vrai potentiel.",105.0,,Cheating,Moving the goalposts,Weaker demands,Weaker demands,14.0,Lower the bar,Lowering the requirements when your argumentation seems to fail to meet them.,77.0,"Sure, it might not have been our most shining moment, but it allowed our team to showcase its true potential.",,109,https://www.usingenglish.com/reference/idioms/lower+the+bar.html,,,,"By introducing the Zero-hour contract, we managed to drastically reduce the number of unemployed people.",,Лукавство,Изменение направления,Снижение требований,Снижение требований,"Вы снижаете требования по мере того, как ваша аргументация встречает трудности. ","Конечно, это не был наш лучший матч, но он позволил нашей команде проявить свой потенциал. ",,Trapaça,Mudança de meta,Demandas Mais Fracas,Demandas Mais Fracas,Abaixando os requisitos quando sua argumentação parece falhar em atendê-los.,"Claro, pode não ter sido nosso momento mais brilhante, mas permitiu que nossa equipe demonstrasse seu verdadeiro potencial.",,,,,,,,,,,,,,,,,,circle,,,,,6.23,3
1015,6.2.3.3,"6,233",4,Tricherie,tricherie,Changement de cap,Exigence relâchée,1,2.0,,,,Argument de l'effort notable,28.0,Vous pensez qu'une idée mérite d'être soutenue uniquement parce qu'on a beaucoup travaillé dessus.,98.0,"Peut-être que mon invention ne fonctionne pas encore, mais vous ne pouvez nier que j'y ai travaillé jour et nuit pendant des mois.",130.0,,Cheating,Moving the goalposts,Weaker demands,Notable effort,14.0,,Claiming one's approach is worth at least for the effort devoted to it.,71.0,"Maybe my invention doesn't work yet, but you can't deny I've been working on it day and night for months.",,105,https://www.logicallyfallacious.com/tools/lp/Bo/LogicalFallacies/137/Notable-Effort,,,,,,Лукавство,Изменение направления,Снижение требований,Заметное усилие,"Вы утверждаете, что ваш подход стоит хотя бы усилий, затраченных на него.","Может быть, моё изобретение ещё не работает, но вы не можете отрицать, что я работал над ним день и ночь в течение нескольких месяцев.",,Trapaça,Mudança de meta,Demandas Mais Fracas,Argumento do esforço notável,Vocês acham que uma ideia merece ser apoiada apenas porque se trabalhou muito nela.,"Talvez minha invenção ainda não funcione, mas vocês não podem negar que trabalhei nela dia e noite por meses.",,,,,,,,,,,,,,,,,,circle,,,,,6.233,4+
1020,6.2.3.4,"6,234",4,Tricherie,tricherie,Changement de cap,Exigence relâchée,1,1.0,,,,Sophisme des coûts irrécupérables,33.0,Vous arguez que vous devez persister simplement parce que vous y avez déjà beaucoup consacré.,93.0,"Nous ne pouvons pas abandonner le chantier maintenant, réfléchissez à toutes les heures que nous avons déjà passées dessus !",124.0,,Cheating,Moving the goalposts,Weaker demands,Sunk Cost Fallacy,17.0,,Arguing that one must continue simply because a lot has already been invested.,78.0,"We can't stop the project now, think of all the hours we've already spent on it!",,80,https://www.logicallyfallacious.com/tools/lp/Bo/LogicalFallacies/173/Sunk-Cost-Fallacy,,,,,,Лукавство,Изменение направления,Снижение требований,Логическая ошибка затонувших издержек,"Вы утверждаете, что необходимо продолжать, просто потому что уже многое было вложено.","Мы не можем остановить проект сейчас, подумайте о всех часах, которые мы уже потратили на него!",,Trapaça,Mudança de meta,Demandas Mais Fracas,Falácia dos Custos Irrecuperáveis,Vocês argumentam que devem persistir simplesmente porque já investiram muito.,"Não podemos parar o projeto agora, pensem em todas as horas que já gastamos nele!",,,,,,,,,,,,,,,Waste_Inference,,skos:broadMatch,circle,,,,,6.234,4+
1023,6.3,"6,3",2,Tricherie,tricherie,Pensée biaisée,,1,1.0,7.0,,,Pensée biaisée,14.0,"Vos arguments sont influencés  par vos propres biais, ce qui trouble votre capacité à juger de façon équilibrée.",112.0,Ces personnes-là se ressemblent toutes : comment font-elles pour se reconnaître entre elles ?,93.0,,Cheating,Biased thinking,,Biased thinking,15.0,,"Arguing under the influence of a cognitive bias, which hinders the ability to reason in a balanced manner.",106.0,All these people look alike; how do they distinguish themselves from each other?,,80,https://en.wikipedia.org/wiki/Baconian_method#Idols_of_the_mind_.28idola_mentis.29,,Idola mentis ,,,,Лукавство,Искаженная мысль,,Искаженная мысль,"Вы аргументируете под влиянием когнитивного предвзятости, что мешает способности рассуждать сбалансированно.","Эти люди все на одно лицо, как вы можете их различать?",,Trapaça,Pensamento tendencioso,,Pensamento tendencioso,"Argumenta sob a influência de um viés cognitivo, o que atrapalha a capacidade de raciocinar de forma equilibrada.",Essas pessoas todas parecem iguais. Como elas conseguem se diferenciar umas das outras?,,,,,,,,,,,,,,Bias_Inference,PresumptiveInference_Scheme,,skos:closeMatch,circle,arlequin,,,,6.3,2
1024,6.3.1,"6,31",3,Tricherie,tricherie,Pensée biaisée,Biais naturels,1,2.0,5.0,Biais naturel,,Biais naturels,14.0,Vos arguments sont teintés par votre perspective humaine.,57.0,La nature est à ce point pleine de sagesse qu'elle a fait traverser chaque ville par une rivière.,97.0,https://fr.wikipedia.org/wiki/Idola_tribus,Cheating,Biased thinking,Human nature bias,Human nature bias,17.0,,"Thinking in a manner which is influenced by our human nature, thus losing scientific objectivity.",97.0,"Nature's wisdom is evident in how rivers gracefully pass through our cities, nurturing life.",,92,https://en.wikipedia.org/wiki/Idola_tribus,,Idola tribus,,,,Лукавство,Искаженная мысль,Естественные предубеждения,Естественные предубеждения,"Вы рассуждаете, ставя человека в центре всего. ","Природа настолько мудра, что реки изящно проходят через наши города, питая жизнь.",,Trapaça,Pensamento tendencioso,Viés humano,Viés humano,"Pensar de uma maneira que é influenciada pela nossa natureza humana, perdendo assim a objetividade científica.","A sabedoria da natureza é evidente em como os rios passam graciosamente por nossas cidades, nutrindo a vida.",,,,,,,,,,,,,,,,,,circle,,,,,6.31,3
1092,6.3.1.2.1.1,"6,31211",6,Tricherie,tricherie,Pensée biaisée,Biais naturels,,2.0,,,,Biais de négativité,19.0,Vous axez votre pensée sur des considérations défavorables et pessimistes au détriment d'éventuels éléments positifs.,117.0,Je déteste perdre plus que j'aime gagner.,41.0,,Cheating,Biased thinking,Human nature bias,Negativity bias,15.0,,You focus your thinking on unfavorable and pessimistic considerations to the detriment of possible positive elements.,117.0,I hate losing more than I love winning.,,39,http://skepdic.com/negativitybias.html,,,,,,Лукавство,Искаженная мысль,Естественные предубеждения,Предвзятость к негативу,Вы сосредотачиваетесь на неблагоприятных и пессимистических соображениях в ущерб возможным положительным элементам.,"Я ненавижу проигрывать больше, чем люблю выигрывать.",,Trapaça,Pensamento tendencioso,Viés humano,Viés de Negatividade,Você concentra seu pensamento em considerações desfavoráveis e pessimistas em detrimento de possíveis elementos positivos.,Odeio perder mais do que amo ganhar.,,,,,,,,,,,,,,,NegativeConsequences_Inference,,skos:broadMatch,circle,,,,,6.31211,4+
1120,6.3.1.2.2.1,"6,31221",6,Tricherie,tricherie,Pensée biaisée,Biais naturels,,2.0,,,,Pensée dichotomique,19.0,"Vous voyez les choses en noir ou blanc, sans nuance. Si vous n'êtes pas parfait, vous vous considérez comme un échec total.",123.0,"Si je n'ai pas eu un A à mon examen, alors je suis complètement nul en cette matière.",85.0,"https://fr.wikipedia.org/wiki/Distorsion_cognitive#Fractionnement_(pens%C3%A9e_%C2%AB_tout_ou_rien_%C2%BB,_pens%C3%A9e_%C2%AB_noir_ou_blanc_%C2%BB,_pens%C3%A9e_dichotomique)",Cheating,Biased thinking,Human nature bias,All-or-Nothing Thinking,23.0,,"Viewing things in black or white, with no middle ground. If not perfect, you consider yourself a total failure.",111.0,"If I didn't score an A on my exam, then I am a total failure in this subject.",,77,https://en.wikipedia.org/wiki/Splitting_(psychology),,,,,,Лукавство,Искаженная мысль,Естественные предубеждения,Дихотомическое мышление,"Вы видите вещи черно-белыми, без полутонов. Если вы не совершенны, вы считаете себя полным провалом.","Если я не получил А на экзамене, значит, я полный провал в этом предмете.",,Trapaça,Pensamento tendencioso,Viés humano,Pensamento tudo ou nada,"Vocês veem as coisas em preto ou branco, sem nuances. Se vocês não são perfeitos, vocês se consideram um fracasso total.","Se eu não tive um A no meu exame, então sou completamente inútil nessa matéria.",,,,6.3.1.2,,,,,,,,,,,,,,circle,,,,,6.31221,4+
1174,6.3.2,"6,32",3,Tricherie,tricherie,Pensée biaisée,Biais culturels,1,1.0,5.0,Biais culturel,,Biais culturels,15.0,Vos prises de position sont influencées par votre contexte culturel.,68.0,"Ces personnes sont bien à plaindre, sans télévision ni voiture...",65.0,,Cheating,Biased thinking,Cultural bias,Cultural bias,13.0,,Thinking in a manner which is influenced by cultural prejudice or subjectivity.,79.0,They are so poor! They must be so sad without a car or a TV... ,,63,https://en.wikipedia.org/wiki/Idola_specus,,Idola specus,,,,Лукавство,Искаженная мысль,Этноцентризм,Этноцентризм,"Вы рассуждаете с позиций того общества, в котором живете. ","Этих людей только пожалеть, у них ни телевизора, ни машины...",,Trapaça,Pensamento tendencioso,Viés cultural,Viés cultural,Seu pensamento é influenciado por preconceitos ou subjetividades culturais.,Elas são tão pobres! Elas devem ser tão tristes sem um carro ou uma TV...,,,,,,,,,,,,,,,,,,circle,,,,,6.32,3
1242,6.3.3,"6,33",3,Tricherie,tricherie,Pensée biaisée,Biais théoriques,1,1.0,3.0,Biais dogmatique,,Biais théoriques,16.0,Vous raisonnez dans un contexte biaisé par l'application stricte de concepts théoriques.,88.0,"En cuisine, il n'y a que l'huile d'olive qui vaille. Je fais donc ma viennoiserie sans beurre.",94.0,https://fr.wikipedia.org/wiki/Idoles_du_Th%C3%A9%C3%A2tre,Cheating,Biased thinking,Theoretical biases,Theoretical biases,18.0,,"Reasoning on the basis of the strict, exclusive application of theoretical concepts.",84.0,"The company always prefers this technology, thereby discounting all other market options.",,89,https://en.wikipedia.org/wiki/Idola_theatri,,Idola theatri,"""Si les gens n'avaient jamais entendu parler d'amour, l'amour n'existerait pas.""  (François de La Rochefoucauld)",Prehistoric men went about hunting lions while the women cared for the children. That's where patriarchy comes from.,,Лукавство,Искаженная мысль,Теоретические предубеждения,Теоретические предубеждения,Вы рассуждаете в контексте строгого следования теоретическим концепциям.,На кухне есть место лишь оливковому маслу. Так что выпечку будем делать без сливочного масла. ,,Trapaça,Pensamento tendencioso,Vieses Teóricos,Vieses Teóricos,Vocês raciocinam com base na aplicação estrita e exclusiva de conceitos teóricos.,"Na cozinha, só o azeite de oliva tem valor verdadeiro. Por isso, opto por fazer minhas massas folhadas sem manteiga.",,1,1.0,,,,,,,,,,,,,,,circle,,,,1.0,6.33,3
1280,7,7,1,Obstruction,obstruction,,,1,1.0,2.0,,,Obstruction,11.0,"Par un artifice, oratoire ou autre, vous faites en sorte que la discussion ne se déroule pas comme prévu.",105.0,,0.0,,Obstruction,,,Obstruction,11.0,,"Preventing the discussion from focusing on the main issue at hand, by any means necessary.",90.0,"I constantly distract with my jokes, so no one can focus on the main topic of the discussion.",,93,http://www.ditext.com/fearnside/39.html,"Un peu de mal avec le nom (Blocage) de cette cat. refus du débat? Couler? destruction? on pourrait avoir 3 sous-cat = fuite, sabotage, attaque.",,,,,Обструкция,,,Обструкция,"С помощью уловок, ораторских приемов или чего-то еще вы делаете так, что дискуссия идет не так, как планировалось.","Я постоянно отвлекаю внимание своими шутками, чтобы никто не мог сосредоточиться на главной теме обсуждения.",,Obstrução,,,Obstrução,"Impedindo a discussão para focar na questão principal em mãos, por qualquer meio necessário.","Eu constantemente desvio a atenção com minhas piadas, para que ninguém consiga se concentrar no tópico principal da discussão.",,,,,,,,,,,,,,ResolvingInconsistency_Conflict,,,skos:broadMatch,square,baston générale,#ff2408,,,7.0,1
1281,7.1,"7,1",2,Obstruction,obstruction,Refus du débat,,1,1.0,8.0,,,Refus du débat,14.0,Vous esquivez le débat pour bloquer toute tentative d'échange constructif basé sur la logique.,94.0,"Mes positions sont claires, connues de tous, et elles ne changeront pas.",72.0,,Obstruction,Refusing debate,,Refusing debate,15.0,,Evading debate by means of preventing a rational argumentative discussion.,74.0,"My position is clear, known to all, and it will not change.",,59,,"on pourrait inverser les noms de 7 et 7.1. ça deviendrait blocage, voir barricade.",,,,,Обструкция,Отказ от дебатов,,Отказ от дебатов,"Вы избегаете дискуссии, чтобы помешать собеседнику аргументировать свою позицию. ","Моя позиция четка, известна всем, и она не поменяется. ",,Obstrução,Recusa do debate,,Recusa do debate,Evitando o debate para bloquear qualquer tentativa de troca construtiva baseada na lógica.,"Minhas posições são claras, conhecidas por todos, e não vão mudar.",,,,,,,,,,,,,,,Dialogue_Scheme,,skos:broadMatch,circle,se bouche les oreilles,,,,7.1,2
1282,7.1.1,"7,11",3,Obstruction,obstruction,Refus du débat,Relativisme abusif,1,1.0,1.0,Relativisme,,Relativisme abusif,18.0,Vous affirmez que la vérité est subjective et propre à chaque individu.,71.0,"C'est peut-être vrai pour toi, mais ça ne l'est pas pour moi.",61.0,,Obstruction,Refusing debate,Relativism,Relativism,10.0,,Arguing that truth is relative to individual subjectivities and perspectives.,77.0,That's perhaps true for you. But it's not true for me.,,54,http://www.ditext.com/fearnside/9.html#b,,,Vous me dites que la théorie de l'évolution est un fait scientifiquement établi ; mais la science occidentale n'est qu'un système de croyances parmi d'autres !,"Evolution theory might be scientifically proven, but western science is only one particular system of beliefs.",,Обструкция,Отказ от дебатов,Чрезмерная относительность,Чрезмерная относительность,"Вы поддерживаете мнение, что существует столько истин, сколько есть мнений. ","Может быть это и правильно для тебя, но для меня - нет. ",,Obstrução,Recusa do debate,Relativismo abusivo,Relativismo abusivo,Você afirma que a verdade é subjetiva e própria para cada indivíduo.,"Pode ser verdade para você, mas não é para mim.",,1,1.0,,,,5.3.2.3.2.1,,,,,,,,,,,circle,horloge spirale,,,1.0,7.11,3
