"ObsoleteRef","Reason","Details"
"tests/scripts/test_embed_all_sources.py","Fichier de test non trouvé","Dans le fichier markdown : D:\2025-Epita-Intelligence-Symbolique-4\docs\cleaning_reports\lot6_completion_report.md"
"tests/integration/test_informal_analysis_integration.py","Fichier de test non trouvé","Dans le fichier markdown : D:\2025-Epita-Intelligence-Symbolique-4\docs\cleaning_reports\lot6_analysis_plan.md"
"tests/integration/test_informal_analysis_integration.py","Fichier de test non trouvé","Dans le fichier markdown : D:\2025-Epita-Intelligence-Symbolique-4\docs\cleaning_reports\lot6_completion_report.md"
"tests/fixtures/logic_fixtures.py","Fichier de test non trouvé","Dans le fichier markdown : D:\2025-Epita-Intelligence-Symbolique-4\docs\cleaning_reports\lot6_completion_report.md"
"tests/integration/test_notebooks_execution.py","Fichier de test non trouvé","Dans le fichier markdown : D:\2025-Epita-Intelligence-Symbolique-4\docs\cleaning_reports\lot6_analysis_plan.md"
"tests/integration/test_notebooks_execution.py","Fichier de test non trouvé","Dans le fichier markdown : D:\2025-Epita-Intelligence-Symbolique-4\docs\cleaning_reports\lot6_completion_report.md"
"tests/integration/test_tactical_operational_integration.py","Fichier de test non trouvé","Dans le fichier markdown : D:\2025-Epita-Intelligence-Symbolique-4\docs\cleaning_reports\lot6_analysis_plan.md"
"tests/integration/test_tactical_operational_integration.py","Fichier de test non trouvé","Dans le fichier markdown : D:\2025-Epita-Intelligence-Symbolique-4\docs\cleaning_reports\lot6_completion_report.md"
"tests/integration/test_tactical_operational_integration.py","Fichier de test non trouvé","Dans le fichier markdown : D:\2025-Epita-Intelligence-Symbolique-4\tests\BEST_PRACTICES.md"
"tests/integration/test_tactical_operational_integration.py","Fichier de test non trouvé","Dans le fichier markdown : D:\2025-Epita-Intelligence-Symbolique-4\tests\README_INTEGRATION_TESTS.md"
"tests/orchestration/hierarchical/operational/test_manager.py","Fichier de test non trouvé","Dans le fichier markdown : D:\2025-Epita-Intelligence-Symbolique-4\docs\cleaning_reports\lot6_analysis_plan.md"
"tests/orchestration/hierarchical/operational/test_manager.py","Fichier de test non trouvé","Dans le fichier markdown : D:\2025-Epita-Intelligence-Symbolique-4\docs\cleaning_reports\lot6_completion_report.md"
"tests/scripts/test_embed_all_sources.py","Fichier de test non trouvé","Dans le fichier markdown : D:\2025-Epita-Intelligence-Symbolique-4\docs\cleaning_reports\lot6_analysis_plan.md"
"tests/scripts/test_embed_all_sources.py","Fichier de test non trouvé","Dans le fichier markdown : D:\2025-Epita-Intelligence-Symbolique-4\docs\cleaning_reports\lot6_completion_report.md"
"tests/legacy_root_tests/test_corrections_validation.py","Fichier de test non trouvé","Dans le fichier markdown : D:\2025-Epita-Intelligence-Symbolique-4\docs\cleaning_reports\lot7_analysis_plan.md"
"tests/legacy_root_tests/test_corrections_validation.py","Fichier de test non trouvé","Dans le fichier markdown : D:\2025-Epita-Intelligence-Symbolique-4\docs\cleaning_reports\lot7_completion_report.md"
"tests/unit/argumentation_analysis/orchestration/test_analysis_runner.py","Plusieurs fichiers de test trouvés","Dans le fichier markdown : D:\2025-Epita-Intelligence-Symbolique-4\docs\cleaning_reports\lot7_analysis_plan.md"
"tests/unit/argumentation_analysis/orchestration/test_analysis_runner.py","Plusieurs fichiers de test trouvés","Dans le fichier markdown : D:\2025-Epita-Intelligence-Symbolique-4\docs\cleaning_reports\lot7_analysis_plan.md"
"tests/legacy_root_tests/test_corrections_validation.py","Fichier de test non trouvé","Dans le fichier markdown : D:\2025-Epita-Intelligence-Symbolique-4\docs\cleaning_reports\lot7_analysis_plan.md"
"tests/legacy_root_tests/test_corrections_validation.py","Fichier de test non trouvé","Dans le fichier markdown : D:\2025-Epita-Intelligence-Symbolique-4\docs\cleaning_reports\lot7_completion_report.md"
"tests/legacy_root_tests/test_corrections_validation.py","Fichier de test non trouvé","Dans le fichier markdown : D:\2025-Epita-Intelligence-Symbolique-4\docs\cleaning_reports\lot7_analysis_plan.md"
"tests/legacy_root_tests/test_corrections_validation.py","Fichier de test non trouvé","Dans le fichier markdown : D:\2025-Epita-Intelligence-Symbolique-4\docs\cleaning_reports\lot7_completion_report.md"
"tests/legacy_root_tests/test_direct_corrections.py","Fichier de test non trouvé","Dans le fichier markdown : D:\2025-Epita-Intelligence-Symbolique-4\docs\cleaning_reports\lot7_analysis_plan.md"
"tests/legacy_root_tests/test_final_validation.py","Fichier de test non trouvé","Dans le fichier markdown : D:\2025-Epita-Intelligence-Symbolique-4\docs\cleaning_reports\lot7_analysis_plan.md"
"tests/legacy_root_tests/test_individual_error_handling.py","Fichier de test non trouvé","Dans le fichier markdown : D:\2025-Epita-Intelligence-Symbolique-4\docs\cleaning_reports\lot7_analysis_plan.md"
"tests/test_informal_error_handling.py","Plusieurs fichiers de test trouvés","Dans le fichier markdown : D:\2025-Epita-Intelligence-Symbolique-4\docs\cleaning_reports\lot2_completion_report.md"
"tests/test_informal_error_handling.py","Plusieurs fichiers de test trouvés","Dans le fichier markdown : D:\2025-Epita-Intelligence-Symbolique-4\docs\cleaning_reports\lot7_analysis_plan.md"
"tests/legacy_root_tests/test_numpy_mock_correction.py","Fichier de test non trouvé","Dans le fichier markdown : D:\2025-Epita-Intelligence-Symbolique-4\docs\cleaning_reports\lot7_analysis_plan.md"
"tests/legacy_root_tests/test_numpy_mock_correction.py","Fichier de test non trouvé","Dans le fichier markdown : D:\2025-Epita-Intelligence-Symbolique-4\docs\cleaning_reports\lot7_completion_report.md"
"tests/legacy_root_tests/test_numpy_mock_correction.py","Fichier de test non trouvé","Dans le fichier markdown : D:\2025-Epita-Intelligence-Symbolique-4\docs\cleaning_reports\lot7_analysis_plan.md"
"tests/legacy_root_tests/test_numpy_mock_correction.py","Fichier de test non trouvé","Dans le fichier markdown : D:\2025-Epita-Intelligence-Symbolique-4\docs\cleaning_reports\lot7_completion_report.md"
"tests/legacy_root_tests/test_numpy_mock_correction.py","Fichier de test non trouvé","Dans le fichier markdown : D:\2025-Epita-Intelligence-Symbolique-4\docs\cleaning_reports\lot7_analysis_plan.md"
"tests/legacy_root_tests/test_numpy_mock_correction.py","Fichier de test non trouvé","Dans le fichier markdown : D:\2025-Epita-Intelligence-Symbolique-4\docs\cleaning_reports\lot7_completion_report.md"
"tests/legacy_root_tests/test_timeout_detector.py","Fichier de test non trouvé","Dans le fichier markdown : D:\2025-Epita-Intelligence-Symbolique-4\docs\cleaning_reports\lot7_analysis_plan.md"
"tests/corrections_appliquees/test_corrections_final.py","Fichier de test non trouvé","Dans le fichier markdown : D:\2025-Epita-Intelligence-Symbolique-4\docs\cleaning_reports\lot7_analysis_plan.md"
"tests/corrections_appliquees/test_corrections_simple.py","Fichier de test non trouvé","Dans le fichier markdown : D:\2025-Epita-Intelligence-Symbolique-4\docs\cleaning_reports\lot7_analysis_plan.md"
"tests/corrections_appliquees/test_corrections_targeted.py","Fichier de test non trouvé","Dans le fichier markdown : D:\2025-Epita-Intelligence-Symbolique-4\docs\cleaning_reports\lot7_analysis_plan.md"
"tests/enhanced_mock_fixes.py","Fichier de test non trouvé","Dans le fichier markdown : D:\2025-Epita-Intelligence-Symbolique-4\docs\cleaning_reports\lot7_analysis_plan.md"
"tests/enhanced_mock_fixes.py","Fichier de test non trouvé","Dans le fichier markdown : D:\2025-Epita-Intelligence-Symbolique-4\docs\cleaning_reports\lot7_completion_report.md"
"tests/enhanced_mock_fixes.py","Fichier de test non trouvé","Dans le fichier markdown : D:\2025-Epita-Intelligence-Symbolique-4\docs\cleaning_reports\lot7_analysis_plan.md"
"tests/enhanced_mock_fixes.py","Fichier de test non trouvé","Dans le fichier markdown : D:\2025-Epita-Intelligence-Symbolique-4\docs\cleaning_reports\lot7_completion_report.md"
"tests/enhanced_mock_fixes.py","Fichier de test non trouvé","Dans le fichier markdown : D:\2025-Epita-Intelligence-Symbolique-4\docs\cleaning_reports\lot7_analysis_plan.md"
"tests/enhanced_mock_fixes.py","Fichier de test non trouvé","Dans le fichier markdown : D:\2025-Epita-Intelligence-Symbolique-4\docs\cleaning_reports\lot7_completion_report.md"
"tests/mocks/state_mocks.py","Fichier de test non trouvé","Dans le fichier markdown : D:\2025-Epita-Intelligence-Symbolique-4\docs\cleaning_reports\lot7_analysis_plan.md"
"tests/enhanced_mock_fixes.py","Fichier de test non trouvé","Dans le fichier markdown : D:\2025-Epita-Intelligence-Symbolique-4\docs\cleaning_reports\lot7_analysis_plan.md"
"tests/enhanced_mock_fixes.py","Fichier de test non trouvé","Dans le fichier markdown : D:\2025-Epita-Intelligence-Symbolique-4\docs\cleaning_reports\lot7_completion_report.md"
"tests/enhanced_mock_fixes.py","Fichier de test non trouvé","Dans le fichier markdown : D:\2025-Epita-Intelligence-Symbolique-4\docs\cleaning_reports\lot7_analysis_plan.md"
"tests/enhanced_mock_fixes.py","Fichier de test non trouvé","Dans le fichier markdown : D:\2025-Epita-Intelligence-Symbolique-4\docs\cleaning_reports\lot7_completion_report.md"
"tests/corrections_appliquees/test_corrections_validation_finale.py","Fichier de test non trouvé","Dans le fichier markdown : D:\2025-Epita-Intelligence-Symbolique-4\docs\cleaning_reports\lot7_analysis_plan.md"
"tests/corrections_appliquees/test_final_100_percent.py","Fichier de test non trouvé","Dans le fichier markdown : D:\2025-Epita-Intelligence-Symbolique-4\docs\cleaning_reports\lot7_analysis_plan.md"
"tests/corrections_appliquees/test_final_comprehensive.py","Fichier de test non trouvé","Dans le fichier markdown : D:\2025-Epita-Intelligence-Symbolique-4\docs\cleaning_reports\lot7_analysis_plan.md"
"tests/corrections_appliquees/test_final_comprehensive.py","Fichier de test non trouvé","Dans le fichier markdown : D:\2025-Epita-Intelligence-Symbolique-4\docs\cleaning_reports\lot7_analysis_plan.md"
"tests/corrections_appliquees/test_final_comprehensive.py","Fichier de test non trouvé","Dans le fichier markdown : D:\2025-Epita-Intelligence-Symbolique-4\docs\cleaning_reports\lot7_analysis_plan.md"
"tests/corrections_appliquees/validation_finale_complete.py","Fichier de test non trouvé","Dans le fichier markdown : D:\2025-Epita-Intelligence-Symbolique-4\docs\cleaning_reports\lot7_analysis_plan.md"
"tests/corrections_appliquees/validation_finale_complete.py","Fichier de test non trouvé","Dans le fichier markdown : D:\2025-Epita-Intelligence-Symbolique-4\docs\cleaning_reports\lot7_analysis_plan.md"
"tests/corrections_appliquees/validation_finale_complete.py","Fichier de test non trouvé","Dans le fichier markdown : D:\2025-Epita-Intelligence-Symbolique-4\docs\cleaning_reports\lot7_analysis_plan.md"
"tests/dev_utils/test_code_formatting_utils.py","Plusieurs fichiers de test trouvés","Dans le fichier markdown : D:\2025-Epita-Intelligence-Symbolique-4\docs\cleaning_reports\lot7_analysis_plan.md"
"tests/dev_utils/test_code_validation.py","Plusieurs fichiers de test trouvés","Dans le fichier markdown : D:\2025-Epita-Intelligence-Symbolique-4\docs\cleaning_reports\lot7_analysis_plan.md"
"tests/dev_utils/test_encoding_utils.py","Plusieurs fichiers de test trouvés","Dans le fichier markdown : D:\2025-Epita-Intelligence-Symbolique-4\docs\cleaning_reports\lot7_analysis_plan.md"
"tests/dev_utils/test_format_utils.py","Plusieurs fichiers de test trouvés","Dans le fichier markdown : D:\2025-Epita-Intelligence-Symbolique-4\docs\cleaning_reports\lot7_analysis_plan.md"
"tests/project_core/utils/test_file_utils.py","Plusieurs fichiers de test trouvés","Dans le fichier markdown : D:\2025-Epita-Intelligence-Symbolique-4\docs\cleaning_reports\lot7_analysis_plan.md"
"tests/project_core/utils/test_file_utils.py","Plusieurs fichiers de test trouvés","Dans le fichier markdown : D:\2025-Epita-Intelligence-Symbolique-4\docs\cleaning_reports\lot7_completion_report.md"
"tests/project_core/utils/test_file_utils.py","Plusieurs fichiers de test trouvés","Dans le fichier markdown : D:\2025-Epita-Intelligence-Symbolique-4\docs\cleaning_reports\lot7_analysis_plan.md"
"tests/project_core/utils/test_file_utils.py","Plusieurs fichiers de test trouvés","Dans le fichier markdown : D:\2025-Epita-Intelligence-Symbolique-4\docs\cleaning_reports\lot7_completion_report.md"
"tests/project_core/utils/test_file_utils.py","Plusieurs fichiers de test trouvés","Dans le fichier markdown : D:\2025-Epita-Intelligence-Symbolique-4\docs\cleaning_reports\lot7_analysis_plan.md"
"tests/project_core/utils/test_file_utils.py","Plusieurs fichiers de test trouvés","Dans le fichier markdown : D:\2025-Epita-Intelligence-Symbolique-4\docs\cleaning_reports\lot7_completion_report.md"
"tests/unit/project_core/utils/test_file_utils.py","Plusieurs fichiers de test trouvés","Dans le fichier markdown : D:\2025-Epita-Intelligence-Symbolique-4\docs\README_PROJETS_ETUDIANTS.md"
"tests/unit/project_core/utils/test_file_utils.py","Plusieurs fichiers de test trouvés","Dans le fichier markdown : D:\2025-Epita-Intelligence-Symbolique-4\docs\cleaning_reports\lot7_analysis_plan.md"
"tests/unit/project_core/utils/test_file_utils.py","Plusieurs fichiers de test trouvés","Dans le fichier markdown : D:\2025-Epita-Intelligence-Symbolique-4\docs\cleaning_reports\lot7_completion_report.md"
"tests/unit/project_core/utils/test_file_utils.py","Plusieurs fichiers de test trouvés","Dans le fichier markdown : D:\2025-Epita-Intelligence-Symbolique-4\docs\guides\guide_utilisation.md"
"tests/unit/project_core/utils/test_file_utils.py","Plusieurs fichiers de test trouvés","Dans le fichier markdown : D:\2025-Epita-Intelligence-Symbolique-4\docs\projets\ACCOMPAGNEMENT_ETUDIANTS.md"
"tests/unit/project_core/utils/test_file_utils.py","Plusieurs fichiers de test trouvés","Dans le fichier markdown : D:\2025-Epita-Intelligence-Symbolique-4\docs\projets\ACCUEIL_ETUDIANTS_SYNTHESE.md"
"tests/unit/project_core/utils/test_file_utils.py","Plusieurs fichiers de test trouvés","Dans le fichier markdown : D:\2025-Epita-Intelligence-Symbolique-4\docs\projets\SUIVI_PROJETS_ETUDIANTS.md"
"tests/unit/orchestration/hierarchical/operational/adapters/README.md","Plusieurs fichiers de test trouvés","Dans le fichier markdown : D:\2025-Epita-Intelligence-Symbolique-4\docs\cleaning_reports\lot7_analysis_plan.md"
"tests/unit/orchestration/hierarchical/tactical/README.md","Plusieurs fichiers de test trouvés","Dans le fichier markdown : D:\2025-Epita-Intelligence-Symbolique-4\docs\cleaning_reports\lot7_analysis_plan.md"
"tests/unit/orchestration/tactical/README.md","Plusieurs fichiers de test trouvés","Dans le fichier markdown : D:\2025-Epita-Intelligence-Symbolique-4\docs\cleaning_reports\lot7_analysis_plan.md"
"tests/unit/project_core/ui/README.md","Plusieurs fichiers de test trouvés","Dans le fichier markdown : D:\2025-Epita-Intelligence-Symbolique-4\docs\cleaning_reports\lot7_analysis_plan.md"
"tests/support/octave_installer.py","Fichier de test non trouvé","Dans le fichier markdown : D:\2025-Epita-Intelligence-Symbolique-4\docs\cleaning_reports\lot7_analysis_plan.md"
"tests/enhanced_mock_fixes.py","Fichier de test non trouvé","Dans le fichier markdown : D:\2025-Epita-Intelligence-Symbolique-4\docs\cleaning_reports\lot7_analysis_plan.md"
"tests/enhanced_mock_fixes.py","Fichier de test non trouvé","Dans le fichier markdown : D:\2025-Epita-Intelligence-Symbolique-4\docs\cleaning_reports\lot7_completion_report.md"
"tests/project_core/utils/test_file_utils.py","Plusieurs fichiers de test trouvés","Dans le fichier markdown : D:\2025-Epita-Intelligence-Symbolique-4\docs\cleaning_reports\lot7_analysis_plan.md"
"tests/project_core/utils/test_file_utils.py","Plusieurs fichiers de test trouvés","Dans le fichier markdown : D:\2025-Epita-Intelligence-Symbolique-4\docs\cleaning_reports\lot7_completion_report.md"
"tests/unit/project_core/utils/test_file_utils.py","Plusieurs fichiers de test trouvés","Dans le fichier markdown : D:\2025-Epita-Intelligence-Symbolique-4\docs\README_PROJETS_ETUDIANTS.md"
"tests/unit/project_core/utils/test_file_utils.py","Plusieurs fichiers de test trouvés","Dans le fichier markdown : D:\2025-Epita-Intelligence-Symbolique-4\docs\cleaning_reports\lot7_analysis_plan.md"
"tests/unit/project_core/utils/test_file_utils.py","Plusieurs fichiers de test trouvés","Dans le fichier markdown : D:\2025-Epita-Intelligence-Symbolique-4\docs\cleaning_reports\lot7_completion_report.md"
"tests/unit/project_core/utils/test_file_utils.py","Plusieurs fichiers de test trouvés","Dans le fichier markdown : D:\2025-Epita-Intelligence-Symbolique-4\docs\guides\guide_utilisation.md"
"tests/unit/project_core/utils/test_file_utils.py","Plusieurs fichiers de test trouvés","Dans le fichier markdown : D:\2025-Epita-Intelligence-Symbolique-4\docs\projets\ACCOMPAGNEMENT_ETUDIANTS.md"
"tests/unit/project_core/utils/test_file_utils.py","Plusieurs fichiers de test trouvés","Dans le fichier markdown : D:\2025-Epita-Intelligence-Symbolique-4\docs\projets\ACCUEIL_ETUDIANTS_SYNTHESE.md"
"tests/unit/project_core/utils/test_file_utils.py","Plusieurs fichiers de test trouvés","Dans le fichier markdown : D:\2025-Epita-Intelligence-Symbolique-4\docs\projets\SUIVI_PROJETS_ETUDIANTS.md"
"tests/project_core/dev_utils/test_dev_utils.py","Fichier de test non trouvé","Dans le fichier markdown : D:\2025-Epita-Intelligence-Symbolique-4\docs\cleaning_reports\lot7_completion_report.md"
"tests/unit/project_core/dev_utils/test_dev_utils.py","Fichier de test non trouvé","Dans le fichier markdown : D:\2025-Epita-Intelligence-Symbolique-4\docs\cleaning_reports\lot7_completion_report.md"
"tests/legacy_root_tests/test_corrections_validation.py","Fichier de test non trouvé","Dans le fichier markdown : D:\2025-Epita-Intelligence-Symbolique-4\docs\cleaning_reports\lot7_analysis_plan.md"
"tests/legacy_root_tests/test_corrections_validation.py","Fichier de test non trouvé","Dans le fichier markdown : D:\2025-Epita-Intelligence-Symbolique-4\docs\cleaning_reports\lot7_completion_report.md"
"tests/legacy_root_tests/test_corrections_validation.py","Fichier de test non trouvé","Dans le fichier markdown : D:\2025-Epita-Intelligence-Symbolique-4\docs\cleaning_reports\lot7_analysis_plan.md"
"tests/legacy_root_tests/test_corrections_validation.py","Fichier de test non trouvé","Dans le fichier markdown : D:\2025-Epita-Intelligence-Symbolique-4\docs\cleaning_reports\lot7_completion_report.md"
"tests/legacy_root_tests/test_numpy_mock_correction.py","Fichier de test non trouvé","Dans le fichier markdown : D:\2025-Epita-Intelligence-Symbolique-4\docs\cleaning_reports\lot7_analysis_plan.md"
"tests/legacy_root_tests/test_numpy_mock_correction.py","Fichier de test non trouvé","Dans le fichier markdown : D:\2025-Epita-Intelligence-Symbolique-4\docs\cleaning_reports\lot7_completion_report.md"
"tests/legacy_root_tests/test_numpy_mock_correction.py","Fichier de test non trouvé","Dans le fichier markdown : D:\2025-Epita-Intelligence-Symbolique-4\docs\cleaning_reports\lot7_analysis_plan.md"
"tests/legacy_root_tests/test_numpy_mock_correction.py","Fichier de test non trouvé","Dans le fichier markdown : D:\2025-Epita-Intelligence-Symbolique-4\docs\cleaning_reports\lot7_completion_report.md"
"tests/legacy_root_tests/test_numpy_mock_correction.py","Fichier de test non trouvé","Dans le fichier markdown : D:\2025-Epita-Intelligence-Symbolique-4\docs\cleaning_reports\lot7_analysis_plan.md"
"tests/legacy_root_tests/test_numpy_mock_correction.py","Fichier de test non trouvé","Dans le fichier markdown : D:\2025-Epita-Intelligence-Symbolique-4\docs\cleaning_reports\lot7_completion_report.md"
"tests/enhanced_mock_fixes.py","Fichier de test non trouvé","Dans le fichier markdown : D:\2025-Epita-Intelligence-Symbolique-4\docs\cleaning_reports\lot7_analysis_plan.md"
"tests/enhanced_mock_fixes.py","Fichier de test non trouvé","Dans le fichier markdown : D:\2025-Epita-Intelligence-Symbolique-4\docs\cleaning_reports\lot7_completion_report.md"
"tests/enhanced_mock_fixes.py","Fichier de test non trouvé","Dans le fichier markdown : D:\2025-Epita-Intelligence-Symbolique-4\docs\cleaning_reports\lot7_analysis_plan.md"
"tests/enhanced_mock_fixes.py","Fichier de test non trouvé","Dans le fichier markdown : D:\2025-Epita-Intelligence-Symbolique-4\docs\cleaning_reports\lot7_completion_report.md"
"tests/utils/test_data_generators.py","Fichier de test non trouvé","Dans le fichier markdown : D:\2025-Epita-Intelligence-Symbolique-4\docs\cleaning_reports\lot7_completion_report.md"
"tests/utils/test_helpers.py","Fichier de test non trouvé","Dans le fichier markdown : D:\2025-Epita-Intelligence-Symbolique-4\docs\cleaning_reports\lot7_completion_report.md"
"tests/utils/test_helpers.py","Fichier de test non trouvé","Dans le fichier markdown : D:\2025-Epita-Intelligence-Symbolique-4\tests\README_FUNCTIONAL_TESTS.md"
"tests/utils/test_helpers.py","Fichier de test non trouvé","Dans le fichier markdown : D:\2025-Epita-Intelligence-Symbolique-4\tests\README_INTEGRATION_TESTS.md"
"tests/utils/test_data_generators.py","Fichier de test non trouvé","Dans le fichier markdown : D:\2025-Epita-Intelligence-Symbolique-4\docs\cleaning_reports\lot7_completion_report.md"
"tests/support/data_generators.py","Plusieurs fichiers de test trouvés","Dans le fichier markdown : D:\2025-Epita-Intelligence-Symbolique-4\docs\cleaning_reports\lot7_completion_report.md"
"tests/utils/test_helpers.py","Fichier de test non trouvé","Dans le fichier markdown : D:\2025-Epita-Intelligence-Symbolique-4\docs\cleaning_reports\lot7_completion_report.md"
"tests/utils/test_helpers.py","Fichier de test non trouvé","Dans le fichier markdown : D:\2025-Epita-Intelligence-Symbolique-4\tests\README_FUNCTIONAL_TESTS.md"
"tests/utils/test_helpers.py","Fichier de test non trouvé","Dans le fichier markdown : D:\2025-Epita-Intelligence-Symbolique-4\tests\README_INTEGRATION_TESTS.md"
"tests/support/common_test_helpers.py","Plusieurs fichiers de test trouvés","Dans le fichier markdown : D:\2025-Epita-Intelligence-Symbolique-4\docs\cleaning_reports\lot7_completion_report.md"
"tests/utils/portable_tools.py","Fichier de test non trouvé","Dans le fichier markdown : D:\2025-Epita-Intelligence-Symbolique-4\docs\cleaning_reports\lot7_completion_report.md"
"tests/utils/portable_tools.py","Fichier de test non trouvé","Dans le fichier markdown : D:\2025-Epita-Intelligence-Symbolique-4\docs\cleaning_reports\lot7_completion_report.md"
"../../tests/agents/tools/analysis/enhanced/test_enhanced_contextual_fallacy_analyzer.py","Plusieurs fichiers de test trouvés","Dans le fichier markdown : D:\2025-Epita-Intelligence-Symbolique-4\docs\composants\agents_specialistes.md"
"../../tests/agents/tools/analysis/enhanced/test_enhanced_fallacy_severity_evaluator.py","Plusieurs fichiers de test trouvés","Dans le fichier markdown : D:\2025-Epita-Intelligence-Symbolique-4\docs\composants\agents_specialistes.md"
"../../tests/agents/tools/analysis/enhanced/test_enhanced_complex_fallacy_analyzer.py","Plusieurs fichiers de test trouvés","Dans le fichier markdown : D:\2025-Epita-Intelligence-Symbolique-4\docs\composants\agents_specialistes.md"
"argumentation_analysis/tests/test_communication_integration.py","Aucun fichier markdown ne contient cette référence.",""
"argumentation_analysis/tests/test_communication_integration.py","Aucun fichier markdown ne contient cette référence.",""
"tests/unit/project_core/utils/test_file_utils.py","Plusieurs fichiers de test trouvés","Dans le fichier markdown : D:\2025-Epita-Intelligence-Symbolique-4\docs\README_PROJETS_ETUDIANTS.md"
"tests/unit/project_core/utils/test_file_utils.py","Plusieurs fichiers de test trouvés","Dans le fichier markdown : D:\2025-Epita-Intelligence-Symbolique-4\docs\cleaning_reports\lot7_analysis_plan.md"
"tests/unit/project_core/utils/test_file_utils.py","Plusieurs fichiers de test trouvés","Dans le fichier markdown : D:\2025-Epita-Intelligence-Symbolique-4\docs\cleaning_reports\lot7_completion_report.md"
"tests/unit/project_core/utils/test_file_utils.py","Plusieurs fichiers de test trouvés","Dans le fichier markdown : D:\2025-Epita-Intelligence-Symbolique-4\docs\guides\guide_utilisation.md"
"tests/unit/project_core/utils/test_file_utils.py","Plusieurs fichiers de test trouvés","Dans le fichier markdown : D:\2025-Epita-Intelligence-Symbolique-4\docs\projets\ACCOMPAGNEMENT_ETUDIANTS.md"
"tests/unit/project_core/utils/test_file_utils.py","Plusieurs fichiers de test trouvés","Dans le fichier markdown : D:\2025-Epita-Intelligence-Symbolique-4\docs\projets\ACCUEIL_ETUDIANTS_SYNTHESE.md"
"tests/unit/project_core/utils/test_file_utils.py","Plusieurs fichiers de test trouvés","Dans le fichier markdown : D:\2025-Epita-Intelligence-Symbolique-4\docs\projets\SUIVI_PROJETS_ETUDIANTS.md"
"../../tests/unit/project_core/utils/test_file_utils.py","Plusieurs fichiers de test trouvés","Dans le fichier markdown : D:\2025-Epita-Intelligence-Symbolique-4\docs\guides\guide_utilisation.md"
"../../tests/integration/test_logic_agents_integration.py","Aucun fichier markdown ne contient cette référence.",""
"../../tests/integration/test_logic_agents_integration.py","Aucun fichier markdown ne contient cette référence.",""
"tests/test_tactical_monitor.py","Plusieurs fichiers de test trouvés","Dans le fichier markdown : D:\2025-Epita-Intelligence-Symbolique-4\docs\cleaning_reports\lot3_analysis_plan.md"
"tests/test_tactical_monitor.py","Plusieurs fichiers de test trouvés","Dans le fichier markdown : D:\2025-Epita-Intelligence-Symbolique-4\docs\cleaning_reports\lot3_completion_report.md"
"tests/test_tactical_monitor.py","Plusieurs fichiers de test trouvés","Dans le fichier markdown : D:\2025-Epita-Intelligence-Symbolique-4\docs\planning_and_reports\rapport_corrections_appliquees.md"
"tests/test_tactical_monitor.py","Plusieurs fichiers de test trouvés","Dans le fichier markdown : D:\2025-Epita-Intelligence-Symbolique-4\tests\README_TESTS_UNITAIRES.md"
"tests/test_tactical_monitor_advanced.py","Plusieurs fichiers de test trouvés","Dans le fichier markdown : D:\2025-Epita-Intelligence-Symbolique-4\docs\cleaning_reports\lot3_analysis_plan.md"
"tests/test_tactical_monitor_advanced.py","Plusieurs fichiers de test trouvés","Dans le fichier markdown : D:\2025-Epita-Intelligence-Symbolique-4\docs\cleaning_reports\lot3_completion_report.md"
"tests/test_tactical_monitor_advanced.py","Plusieurs fichiers de test trouvés","Dans le fichier markdown : D:\2025-Epita-Intelligence-Symbolique-4\docs\planning_and_reports\rapport_corrections_appliquees.md"
"tests/unit/project_core/utils/test_file_utils.py","Plusieurs fichiers de test trouvés","Dans le fichier markdown : D:\2025-Epita-Intelligence-Symbolique-4\docs\README_PROJETS_ETUDIANTS.md"
"tests/unit/project_core/utils/test_file_utils.py","Plusieurs fichiers de test trouvés","Dans le fichier markdown : D:\2025-Epita-Intelligence-Symbolique-4\docs\cleaning_reports\lot7_analysis_plan.md"
"tests/unit/project_core/utils/test_file_utils.py","Plusieurs fichiers de test trouvés","Dans le fichier markdown : D:\2025-Epita-Intelligence-Symbolique-4\docs\cleaning_reports\lot7_completion_report.md"
"tests/unit/project_core/utils/test_file_utils.py","Plusieurs fichiers de test trouvés","Dans le fichier markdown : D:\2025-Epita-Intelligence-Symbolique-4\docs\guides\guide_utilisation.md"
"tests/unit/project_core/utils/test_file_utils.py","Plusieurs fichiers de test trouvés","Dans le fichier markdown : D:\2025-Epita-Intelligence-Symbolique-4\docs\projets\ACCOMPAGNEMENT_ETUDIANTS.md"
"tests/unit/project_core/utils/test_file_utils.py","Plusieurs fichiers de test trouvés","Dans le fichier markdown : D:\2025-Epita-Intelligence-Symbolique-4\docs\projets\ACCUEIL_ETUDIANTS_SYNTHESE.md"
"tests/unit/project_core/utils/test_file_utils.py","Plusieurs fichiers de test trouvés","Dans le fichier markdown : D:\2025-Epita-Intelligence-Symbolique-4\docs\projets\SUIVI_PROJETS_ETUDIANTS.md"
"tests/unit/project_core/utils/test_file_utils.py","Plusieurs fichiers de test trouvés","Dans le fichier markdown : D:\2025-Epita-Intelligence-Symbolique-4\docs\README_PROJETS_ETUDIANTS.md"
"tests/unit/project_core/utils/test_file_utils.py","Plusieurs fichiers de test trouvés","Dans le fichier markdown : D:\2025-Epita-Intelligence-Symbolique-4\docs\cleaning_reports\lot7_analysis_plan.md"
